PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230516,50,7.5,7.5,0,30.5,30.5,0,43,43,0,0,0,0,19.08,18,1.08,125,125,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230517,51,7.5,7.5,0,30.5,30.5,0,40.75,40.75,0,0,0,0,39.83,24.25,15.58,99.5,99.5,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230518,50,7.5,7.5,0,27.25,27.25,0,47,47,0,0,0,0,24.62,16.25,8.37,90,90,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230519,49,7.5,7.5,0,15,15,0,46.25,46.25,0,0,0,0,24.37,8.5,15.87,98.75,98.75,0,0,0,0,7.75,7.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230520,48,0,0,0,0,0,0,28.75,28.75,0,0,0,0,29.83,14.25,15.58,114.5,114.5,0,0,0,0,14.5,14.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230521,48,0,0,0,0,0,0,40,40,0,0,0,0,28.58,14.25,14.33,111.5,111.5,0,0,0,0,14.25,14.25,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230522,49,7.5,7.5,0,27.75,27.75,0,34.5,34.5,0,0,0,0,8.72,0,8.72,85.5,85.5,0,0,0,0,7.5,7.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230523,48,7.5,7.5,0,30.5,30.5,0,43.75,43.75,0,0,0,0,17,8.5,8.5,121.5,121.5,0,0,0,0,7.75,7.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230524,48,7.5,7.5,0,30.5,30.5,0,48.75,48.75,0,0,0,0,8,0,8,108,108,0,0,0,0,7.75,7.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230525,49,7.5,7.5,0,23,23,0,47,47,0,0,0,0,16.75,16.75,0,79.75,79.75,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230526,47,7.5,7.5,0,30.5,30.5,0,30.5,30.5,0,0,0,0,20,11,9,87.25,87.25,0,0,0,0,7.5,7.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230527,48,0,0,0,0,0,0,43,43,0,0,0,0,24.5,16.75,7.75,98.25,98.25,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230528,49,0,0,0,0,0,0,32.75,32.75,0,0,0,0,21.55,6.75,14.8,75.25,75.25,0,0,0,0,7.5,7.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230529,48,0,0,0,15,15,0,32,32,0,0,0,0,35.44,26.25,9.19,122.75,122.75,0,0,0,0,7.75,7.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230530,47,7.5,7.5,0,31.25,31.25,0,30,30,0,0,0,0,31.75,24.75,7,148.75,148.75,0,0,0,0,21.5,21.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230531,47,7.5,7.5,0,30.25,30.25,0,44.5,44.5,0,0,0,0,24.33,16.5,7.83,129.5,129.5,0,0,0,0,21,21,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230601,47,7.5,7.5,0,30.5,30.5,0,41,41,0,0,0,0,17,8.5,8.5,107.5,107.5,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230602,50,7.5,7.5,0,24.75,24.75,0,38.75,38.75,0,0,0,0,34.16,19,15.16,88.25,88.25,0,0,0,0,7.5,7.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230603,50,0,0,0,0,0,0,42.75,42.75,0,0,0,0,33.46,24.75,8.71,78.25,78.25,0,0,0,0,21,21,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230604,51,0,0,0,0,0,0,30.5,30.5,0,0,0,0,43.87,28.25,15.62,138,138,0,0,0,0,19.75,19.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230605,51,7.5,7.5,0,30.25,30.25,0,49.25,49.25,0,0,0,0,16.72,0,16.72,137.75,137.75,0,0,0,0,15.25,15.25,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230606,50,7.5,7.5,0,30.25,30.25,0,40.27,40.27,0,0,0,0,23.23,7.5,15.73,166,166,0,0,0,0,18,18,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230607,50,7.5,7.5,0,22.75,22.75,0,39.43,39.43,0,0,0,0,23.36,8.5,14.86,152,152,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230608,49,7.5,7.5,0,30.5,30.5,0,49.92,49.92,0,0,0,0,18.9,11.5,7.4,175.75,175.75,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230609,50,7.5,7.5,0,30,30,0,45.27,45.27,0,0,0,0,22.85,14.5,8.35,139.25,139.25,0,0,0,0,14,14,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230610,52,0,0,0,0,0,0,37.5,37.5,0,0,0,0,39.07,24,15.07,134,134,0,0,0,0,21.25,21.25,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230611,52,0,0,0,0,0,0,48.5,48.5,0,0,0,0,14.47,13.25,1.22,130.25,130.25,0,0,0,0,21.75,21.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230612,53,7.5,7.5,0,30,30,0,44.5,44.5,0,0,0,0,24.19,12.25,11.94,170.75,170.75,0,0,0,0,15.25,15.25,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230613,54,7.5,7.5,0,36.25,36.25,0,25.75,25.75,0,0,0,0,37.1,24.5,12.6,184.75,184.75,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230614,53,7.5,7.5,0,29,29,0,41,41,0,0,0,0,32.57,25,7.57,186.75,186.75,0,0,0,0,15.25,15.25,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230615,51,7.5,7.5,0,30.25,30.25,0,39.5,39.5,0,0,0,0,24.25,16.75,7.5,201.5,201.5,0,0,0,0,20,20,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230616,51,7.5,7.5,0,30,30,0,26.75,26.75,0,0,0,0,41.73,26,15.73,140.75,140.75,0,0,0,0,21.5,21.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230617,50,0,0,0,0,0,0,39.5,39.5,0,0,0,0,39.85,24.5,15.35,158.75,158.75,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230618,49,0,0,0,0,0,0,40.75,40.75,0,0,0,0,18.27,17,1.27,139.25,139.25,0,0,0,0,14.5,14.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230619,49,7.5,7.5,0,30.25,30.25,0,35.75,35.75,0,0,0,0,29.78,14.5,15.28,140,140,0,0,0,0,13,13,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230620,52,7.5,7.5,0,30.25,30.25,0,58.25,58.25,0,0,0,0,25.08,16.75,8.33,186.75,186.75,0,0,0,0,14.25,14.25,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230621,53,7.5,7.5,0,22.5,22.5,0,53,53,0,0,0,0,31.18,16.5,14.68,181.25,181.25,0,0,0,0,15.25,15.25,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230622,55,7.5,7.5,0,22.5,22.5,0,40,40,0,0,0,0,17.75,10.25,7.5,144.5,144.5,0,0,0,0,22.5,22.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230623,56,7.5,7.5,0,22.5,22.5,0,49.75,49.75,0,0,0,0,32.81,23.5,9.31,185.25,185.25,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230624,52,0,0,0,0,0,0,51.25,51.25,0,0,0,0,32.02,17.5,14.52,163,163,0,0,0,0,13.5,13.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230625,49,0,0,0,0,0,0,57.75,57.75,0,0,0,0,24.54,17,7.54,126.75,126.75,0,0,0,0,14.75,14.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230626,50,7.5,7.5,0,29,29,0,59,59,0,0,0,0,24,24,0,173.75,173.75,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230627,52,7.5,7.5,0,30.75,30.75,0,46.75,46.75,0,0,0,0,25.5,16.75,8.75,186,186,0,0,0,0,7.75,7.75,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230628,54,7.5,7.5,0,22.75,22.75,0,49.25,49.25,0,0,0,0,34,26.5,7.5,173,173,0,0,0,0,15.5,15.5,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230629,54,7.5,7.5,0,22.5,22.5,0,71.25,71.25,0,0,0,0,17.23,16,1.23,190.75,190.75,0,0,0,0,15,15,0
415002,"HATTIE IDE CHAFFEE HOME","EAST PROVIDENCE",RI,Providence,007,2023Q2,20230630,55,7.5,7.5,0,22.5,22.5,0,47.5,47.5,0,0,0,0,40.42,25.25,15.17,139,139,0,0,0,0,15.5,15.5,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230401,62,0,0,0,0.48,0.48,0,31.76,31.76,0,0.42,0.42,0,35.96,35.96,0,70.07,70.07,0,0,0,0,12.28,12.28,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230402,62,0,0,0,0,0,0,24.2,24.2,0,0.47,0.47,0,44.91,44.91,0,77.22,77.22,0,0,0,0,6.03,6.03,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230403,62,8,8,0,10.26,10.26,0,15.85,15.85,0,8.88,8.88,0,39.66,39.66,0,87.63,87.63,0,0,0,0,5.53,5.53,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230404,62,8,8,0,19.19,19.19,0,24.44,24.44,0,9.38,9.38,0,24.6,24.6,0,88.39,88.39,0,0,0,0,13.49,13.49,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230405,62,8,8,0,18.88,18.88,0,23.22,23.22,0,9.34,9.34,0,26.05,26.05,0,98.57,98.57,0,0,0,0,12.75,12.75,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230406,61,7,7,0,8.55,8.55,0,33.45,33.45,0,9.27,9.27,0,30.13,30.13,0,98.18,98.18,0,0,0,0,12.84,12.84,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230407,59,8,8,0,24.64,24.64,0,18.18,18.18,0,8.87,8.87,0,27.77,27.77,0,82.99,82.99,0,0,0,0,11.3,11.3,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230408,59,0,0,0,8.29,8.29,0,23.87,23.87,0,0.46,0.46,0,23.33,23.33,0,90.33,90.33,0,0,0,0,12.8,12.8,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230409,59,0,0,0,7.33,7.33,0,15.76,15.76,0,0.46,0.46,0,31.94,31.94,0,92.44,92.44,0,0,0,0,13.28,13.28,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230410,59,8,8,0,10.24,10.24,0,8.96,8.96,0,8.74,8.74,0,39.5,39.5,0,91.37,91.37,0,0,0,0,8.75,8.75,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230411,59,8,8,0,18.55,18.55,0,23.94,23.94,0,9.34,9.34,0,28.1,28.1,0,96.39,96.39,0,0,0,0,11.95,11.95,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230412,59,8,8,0,18.61,18.61,0,19.75,19.75,0,1.36,1.36,0,33.37,33.37,0,99.36,99.36,0,0,0,0,7.08,7.08,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230413,59,8,8,0,18.53,18.53,0,18.15,18.15,0,1.77,1.77,0,32.03,32.03,0,98.24,98.24,0,0,0,0,13.48,13.48,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230414,59,0,0,0,11.84,11.84,0,24.63,24.63,0,1.33,1.33,0,21.03,21.03,0,94.56,94.56,0,0,0,0,13.02,13.02,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230415,59,0,0,0,0,0,0,24.32,24.32,0,0.42,0.42,0,35.9,35.9,0,96.53,96.53,0,0,0,0,11.56,11.56,0
415004,"ROYAL OF WESTERLY NURSING CENTER",WESTERLY,RI,Washington,009,2023Q2,20230416,59,0,0,0,0,0,0,31.68,31.68,0,0.46,0.46,0,44.1,44.1,0,90.76,90.76,0,0,0,0,5.23,5.23,0
